time,X_value,Y_value,Z_value
Started:,Oct 14 2017,16:09:29:362, 
6.1029,2.78130,-8.48155,159.71210
6.1142,2.77395,-8.50302,159.70784
6.1179,2.76604,-8.52440,159.54585
6.1288,2.75168,-8.54446,159.57599
6.1375,2.73969,-8.55700,159.46301
6.1483,2.73596,-8.56573,159.46445
6.1578,2.74077,-8.57276,159.20117
6.1716,2.75137,-8.57762,159.14369
6.1902,2.77207,-8.58099,159.08142
6.1907,2.78912,-8.58508,158.99585
6.1977,2.79192,-8.59179,159.03419
6.2068,2.79224,-8.59999,159.01768
6.2170,2.78531,-8.61155,159.08748
6.2276,2.77726,-8.62450,159.10063
6.2375,2.76832,-8.63842,159.20352
6.2471,2.75148,-8.64649,159.26648
6.2583,2.73762,-8.64854,159.36230
6.2672,2.73665,-8.64915,159.36566
6.2768,2.74837,-8.64804,159.32599
6.2876,2.75730,-8.64634,159.28796
6.2968,2.76013,-8.64944,159.26933
6.3225,2.76949,-8.63253,159.25697
6.3228,2.76827,-8.61191,159.30000
6.3264,2.75041,-8.59745,159.40810
6.3359,2.73305,-8.59098,159.49930
6.3455,2.72340,-8.59758,159.53181
6.3557,2.72186,-8.61530,159.50710
6.3664,2.72590,-8.63178,159.45889
6.3757,2.73447,-8.64160,159.40169
6.3863,2.74374,-8.64469,159.35336
6.3946,2.73924,-8.64856,159.36708
6.4047,2.71930,-8.65795,159.44208
6.4155,2.69521,-8.66531,159.54012
6.4283,2.67491,-8.66706,159.63094
6.4357,2.66537,-8.66498,159.67885
6.4561,2.66848,-8.66245,159.66895
6.4563,2.67639,-8.65961,159.63748
6.4686,2.68966,-8.65467,159.58492
6.4784,2.69926,-8.64806,159.55241
6.4881,2.69740,-8.63954,159.57632
6.4988,2.69107,-8.62529,159.63109
6.5098,2.68045,-8.61146,159.70477
6.5185,2.66099,-8.60568,159.80484
6.5291,2.64718,-8.60226,159.87468
