time,X_value,Y_value,Z_value
Started:,Oct 14 2017,16:09:29:362, 
5.0058,-0.05193,-0.05892,0.00583
5.0159,0.01298,-0.04411,-0.01544
5.0393,0.00746,-0.04036,-0.03412
5.0396,0.00403,-0.02665,0.04432
5.0451,-0.00770,-0.03257,0.12346
5.0545,0.00224,-0.03236,0.04331
5.0642,-0.00241,0.00266,-0.03049
5.0742,-0.01658,0.00856,0.00071
5.0843,-0.02585,0.02143,-0.02997
5.0940,-0.01118,-0.01284,-0.03170
5.1049,-0.02577,-0.01381,0.02791
5.1148,0.00960,-0.04100,0.03235
5.1245,0.01868,-0.00395,-0.01063
5.1348,0.01887,-0.01651,-0.04803
5.1604,-0.00428,-0.01414,-0.04943
5.1604,0.01128,0.00006,-0.04143
5.1636,0.02363,0.01395,-0.02877
5.1763,0.04304,0.06306,-0.08329
5.1828,-0.10051,-0.04144,0.06948
5.1928,0.03524,0.03926,0.03500
5.2045,-0.03811,-0.00994,0.05803
5.2142,0.07164,-0.04208,0.04780
5.2285,0.01631,-0.03251,-0.01430
5.2391,-0.05268,-0.04807,-0.05389
5.2488,-0.04403,-0.02714,-0.13049
5.2585,0.00795,0.01666,-0.11657
5.2673,0.00047,0.00140,-0.03883
5.2785,-0.05996,-0.02991,0.04907
5.2872,-0.05754,-0.00330,0.13781
5.2971,-0.00192,0.01161,0.09072
5.3066,0.01051,-0.01483,-0.00274
5.3170,0.01912,-0.04518,-0.11356
5.3271,0.00223,-0.03624,-0.02648
5.3363,0.01195,-0.04795,0.03552
5.3455,0.00521,-0.03530,0.04215
5.3555,-0.02701,-0.02053,-0.02718
5.3653,0.01258,-0.01280,-0.03627
5.3757,0.02357,-0.01602,0.04953
5.3917,-0.02464,-0.00910,0.06518
5.3966,-0.04651,-0.04560,0.08275
5.4188,0.01645,-0.01865,0.02476
5.4196,0.03246,-0.01651,-0.07494
5.4255,0.00062,0.01384,-0.17038
5.4352,0.00671,0.04164,-0.20530
5.4448,0.05738,0.06526,-0.10043
5.4555,0.06023,0.05110,0.06382
5.4653,0.03768,0.02038,0.07666
5.4753,-0.01737,-0.03171,0.07302
5.4856,-0.03347,-0.04988,0.10256
5.4954,-0.03749,-0.06052,0.15063
5.5054,-0.01748,-0.06664,0.19286
5.5213,-0.04241,-0.06847,0.20874
5.5296,-0.02293,-0.06705,0.16535
5.5339,0.05868,-0.03419,0.03315
5.5434,0.04665,-0.00712,-0.13969
5.5531,0.00315,-0.02182,-0.30449
5.5633,-0.00060,-0.01495,-0.25166
5.5733,-0.00493,0.01791,-0.10315
5.5844,-0.05281,-0.02858,-0.00688
5.6012,-0.02076,-0.01814,0.18602
5.6217,-0.10599,-0.11802,0.28308
5.6227,0.12848,0.06312,0.13044
5.6296,-0.12846,-0.05931,-0.19249
5.6380,0.03263,-0.00784,-0.13002
5.6490,0.00583,0.02523,0.12949
5.6610,-0.07893,-0.07181,0.32801
5.6686,-0.05602,-0.02244,0.37212
5.6856,0.05239,-0.00246,0.27859
5.6890,-0.04696,0.02021,0.05708
5.6995,-0.07353,-0.00488,-0.04216
5.7081,-0.00761,-0.00945,0.04428
5.7178,0.03413,-0.04452,0.06996
5.7284,0.00165,-0.00314,0.14705
5.7381,0.07727,0.03892,0.00104
5.7479,0.09892,0.01824,-0.10487
5.7583,0.06940,0.03120,-0.23037
5.7690,0.10084,0.01905,-0.26374
5.7779,0.03400,0.01322,-0.25199
5.7888,0.02319,0.00162,-0.16934
5.8015,-0.01441,-0.00481,-0.06011
5.8072,-0.09957,-0.05233,0.02839
5.8168,-0.08112,-0.02918,-0.03816
5.8258,0.00378,0.03746,-0.19066
5.8359,0.01727,0.01605,-0.25111
5.8467,-0.00406,-0.01754,-0.16876
5.8563,-0.01371,-0.06016,-0.04586
5.8666,-0.03402,-0.05194,0.08449
5.8761,0.03030,-0.00229,0.20780
5.8861,0.03119,0.00240,0.18083
5.8972,0.04112,-0.01296,0.20140
5.9073,-0.00105,-0.00961,0.14130
5.9170,0.00745,0.02935,0.05652
5.9323,0.03505,0.01113,0.07708
5.9350,0.03904,0.00265,0.04068
5.9447,-0.02547,-0.02481,0.08016
5.9542,-0.01794,-0.00543,-0.03666
5.9655,-0.04824,-0.03139,-0.11568
5.9759,-0.09899,-0.02976,-0.01890
5.9854,-0.05331,0.00089,0.01464
5.9956,-0.03221,-0.01620,0.04286
6.0055,-0.00494,-0.03148,0.04703
6.0155,0.00167,-0.03051,0.06789
6.0257,0.00526,-0.01823,-0.02282
6.0461,0.01226,-0.02810,-0.06824
6.0500,-0.02914,-0.05268,-0.02231
6.0742,-0.03249,-0.02617,0.00403
6.0747,0.00277,0.03585,0.06782
6.0802,-0.01770,-0.00520,0.11180
6.0898,-0.03139,-0.00871,0.05337
6.1005,0.02044,0.09573,0.06918
6.1078,0.01437,0.04911,-0.03995
6.1181,0.02255,0.05996,-0.05319
6.1287,0.06318,0.05899,0.01905
6.1374,0.04684,0.01842,0.06838
6.1480,0.02709,-0.02858,0.02989
6.1591,0.00162,-0.03709,0.07694
6.1716,-0.00372,-0.06206,0.09722
6.1903,-0.06005,-0.06503,0.00889
6.1906,-0.00936,-0.08959,-0.02159
6.1977,0.03416,-0.05956,-0.01142
6.2068,0.01024,-0.02491,-0.06783
6.2165,0.02570,-0.02656,-0.15650
6.2277,0.00506,-0.00199,-0.18689
6.2374,-0.00141,0.02727,-0.19290
