id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau,zNoise,angle
52,10.555365,10.071968,1.835016,0.111596,3.937539,4,1.745212,0.107552,0.104119,0.551217,27.169472
55,10.319740,10.747091,1.617246,0.144698,3.368020,3,1.532997,0.095944,0.126822,0.506985,22.642483
56,10.203687,9.870757,1.702636,0.217765,3.577414,2,1.541241,0.205743,0.176776,0.509639,18.052589
58,10.351605,9.989856,1.694415,0.111446,3.487208,3,1.635319,0.060237,0.089796,0.292254,27.470026
60,10.207728,9.859440,1.823399,0.256580,3.789859,2,1.646242,0.255944,0.171751,0.790632,16.532331
61,10.090266,9.935002,1.163611,0.130503,2.444689,1,0.950583,1.116133,0.680270,1.511759,8.492823
62,10.016877,10.280301,1.797382,0.269958,3.707845,2,1.662035,0.168331,0.140434,0.338077,18.819832
63,10.060659,10.094446,1.807173,0.251565,3.736180,2,1.689822,0.133986,0.122679,0.316372,20.396036
64,10.201758,9.862323,1.680876,0.219163,3.485667,2,1.523292,0.211014,0.182642,0.791392,16.326971
65,10.000000,10.000000,1.832625,0.373168,3.665250,0,1.670048,5.009576,0.415706,0.622897,7.565177
68,10.000000,10.000000,1.750644,0.340528,3.501288,0,1.566864,26.399097,0.548280,0.978996,6.725772
70,10.000000,10.000000,1.777151,0.350919,3.554303,0,1.615254,7.152202,0.459751,0.563521,7.268959
0,15.730853,9.399356,1.587008,0.009256,3.562147,14,1.595966,0.092066,0.115105,0.526746,42.839821
13,13.293915,9.209298,1.411249,0.024978,3.345357,13,1.394250,0.208043,0.213789,0.834123,26.558537
18,13.465752,9.126152,1.464690,0.026026,3.523016,13,1.432548,0.224324,0.209920,0.742655,26.763765
28,10.398957,9.882985,0.971980,0.063808,2.478114,10,0.876521,0.388537,0.592498,1.622640,13.770940
32,15.274348,9.147183,1.909082,0.012968,4.528704,11,1.850796,0.105766,0.092178,0.351960,45.734314
44,10.454717,9.747363,1.469032,0.111228,3.078888,5,1.424706,0.293017,0.236426,1.113103,18.795511
47,10.058791,9.985251,1.473414,0.171481,3.034345,4,1.395600,0.590322,0.317181,1.378670,15.105645
49,10.902173,10.007000,2.097958,0.122511,5.214416,5,2.035513,0.179927,0.098279,0.472060,29.705088
50,11.254232,9.693906,1.963737,0.052650,4.257328,5,1.953305,0.080859,0.073013,0.355537,37.003654
51,11.429497,9.658298,1.793886,0.029016,3.783840,5,1.786554,0.039224,0.061306,0.288927,41.438633
52,10.960060,9.959685,1.799556,0.067896,3.937539,5,1.772435,0.100098,0.097691,0.539627,30.829773
55,10.635804,10.620585,1.580692,0.082431,3.368020,4,1.562884,0.078074,0.110953,0.509851,26.950102
56,10.443484,9.764951,1.645595,0.142281,3.577414,3,1.572962,0.162134,0.153281,0.461809,21.502876
58,10.757268,9.875831,1.664685,0.055638,3.487208,4,1.650559,0.047996,0.079047,0.330416,32.897827
60,10.434030,9.756094,1.763131,0.171005,3.789859,3,1.694237,0.180492,0.139714,0.706611,20.747511
61,10.056063,9.973750,1.153229,0.124267,2.444689,2,0.969228,0.409411,0.512842,1.356944,10.582706
62,10.258359,10.164363,1.740634,0.158280,3.707845,3,1.706644,0.115653,0.112459,0.329212,23.998880
63,10.332775,9.978292,1.753459,0.137647,3.736180,3,1.733027,0.092655,0.098402,0.325102,26.058607
64,10.429929,9.758444,1.626235,0.144571,3.485667,3,1.572719,0.146227,0.146404,0.725300,20.581202
68,9.881766,10.438007,1.750146,0.339607,3.501288,1,1.656769,0.439125,0.211715,0.703566,12.844366
70,9.896124,10.201029,1.774572,0.345340,3.554303,1,1.698827,0.339370,0.182460,0.480606,13.960892
13,13.687533,9.138738,1.409792,0.022838,3.345357,14,1.398684,0.224008,0.219192,0.824027,27.191473
18,13.868497,9.057929,1.461999,0.023849,3.523016,14,1.440078,0.240745,0.214104,0.726450,27.519773
32,15.908903,9.101348,1.903376,0.011703,4.528704,12,1.852761,0.114128,0.095343,0.351774,47.397346
44,10.663666,9.652498,1.460812,0.090635,3.078888,6,1.436150,0.297213,0.234375,1.078173,19.985048
47,10.147914,9.921621,1.463222,0.149096,3.034345,5,1.403630,0.572124,0.310837,1.305962,16.152287
49,11.361662,9.903248,2.077628,0.082726,5.214416,6,2.066678,0.179943,0.095452,0.458834,32.986179
50,11.797712,9.605927,1.960267,0.035136,4.257328,6,1.962010,0.079513,0.071798,0.363627,41.044098
52,11.427498,9.857904,1.790700,0.045743,3.937539,6,1.783028,0.098250,0.095722,0.534343,33.974659
55,11.038736,10.500640,1.573646,0.049832,3.368020,5,1.576329,0.071008,0.104340,0.512984,30.613052
56,10.758271,9.656923,1.620718,0.093774,3.577414,4,1.579561,0.136715,0.140859,0.439093,24.734133
60,10.744245,9.648388,1.738650,0.110462,3.789859,4,1.710298,0.149081,0.125880,0.661126,24.420153
61,10.125293,9.921044,1.128979,0.108341,2.444689,3,0.967985,0.269897,0.449487,1.268719,12.199763
62,10.598902,10.045726,1.726100,0.090676,3.707845,4,1.712907,0.091103,0.099862,0.331506,28.694077
63,10.713138,9.863648,1.744146,0.074931,3.736180,4,1.743256,0.074132,0.087509,0.337069,31.189779
64,10.744884,9.650353,1.606738,0.092040,3.485667,4,1.597048,0.121784,0.130848,0.689000,24.233778
67,10.000000,10.000000,1.142340,0.144993,2.284679,0,0.841710,44.003345,1.115072,2.148413,6.767216
68,10.006707,10.349876,1.725777,0.251378,3.501288,2,1.664219,0.188703,0.147405,0.619347,18.299765
69,10.000000,10.000000,1.506705,0.252240,3.013409,0,1.252466,3.407336,0.572250,2.073991,8.345219
70,10.050018,10.105502,1.750756,0.237099,3.554303,2,1.701477,0.148552,0.126924,0.461541,20.018633
72,10.000000,10.000000,1.676719,0.312376,3.353438,0,1.646885,3.087628,0.386024,0.340745,7.810587
74,10.000000,10.000000,2.276627,0.575892,4.553254,0,1.778976,37.850266,0.486695,1.676418,6.733920
75,10.000000,10.000000,1.922479,0.410658,3.844958,0,1.646552,7.087853,0.447898,0.861437,7.254055
76,10.000000,10.000000,2.401125,0.640600,4.802251,0,2.243962,2.032986,0.216396,0.786422,9.628426
13,14.076010,9.072050,1.408969,0.021145,3.345357,15,1.404072,0.240459,0.224109,0.813036,27.846764
18,14.266875,8.993447,1.460404,0.022115,3.523016,15,1.447400,0.259294,0.218706,0.715650,28.210840
32,16.542419,9.058381,1.899149,0.010727,4.528704,13,1.859857,0.125185,0.098831,0.352206,48.842907
44,10.884843,9.559661,1.456863,0.076128,3.078888,7,1.440369,0.297150,0.233123,1.037632,21.175030
47,10.247244,9.854726,1.455922,0.130868,3.034345,6,1.411354,0.561939,0.306097,1.245139,17.172440
49,11.857525,9.809284,2.074789,0.061281,5.214416,7,2.087204,0.187643,0.095485,0.449081,35.660446
50,12.375726,9.528214,1.960726,0.025872,4.257328,7,1.973611,0.082304,0.072159,0.367080,44.525478
52,11.932001,9.766003,1.788683,0.033718,3.937539,7,1.791134,0.099186,0.095307,0.525752,36.802963
55,11.502047,10.391698,1.574534,0.033341,3.368020,6,1.585556,0.067277,0.100552,0.506909,33.994362
61,10.248593,9.843624,1.100851,0.089918,2.444689,4,0.974814,0.195885,0.396259,1.154700,13.982126
62,11.023438,9.935183,1.720932,0.055161,3.707845,5,1.724051,0.082265,0.093963,0.331248,32.699757
63,11.181343,9.760102,1.743785,0.044518,3.736180,5,1.755224,0.067381,0.082490,0.341459,35.606453
64,11.126398,9.547035,1.603526,0.061538,3.485667,5,1.609474,0.109381,0.122695,0.656495,27.493505
67,9.910425,10.653628,1.142221,0.144936,2.284679,1,0.869606,0.851256,0.729318,1.700250,8.907104
68,10.231698,10.235421,1.702231,0.155498,3.501288,3,1.680200,0.128297,0.121583,0.571411,23.116381
69,9.914865,10.136733,1.499979,0.245640,3.013409,1,1.260370,0.997038,0.437477,1.713145,10.507469
70,10.308904,9.990620,1.729742,0.136189,3.554303,3,1.711957,0.101294,0.105080,0.445122,25.335756
72,9.936185,10.087914,1.675566,0.300312,3.353438,1,1.662168,0.229800,0.161073,0.385268,15.230483
74,9.880337,10.409692,2.274941,0.573951,4.553254,1,1.795776,0.627289,0.210505,1.081099,12.558962
75,9.902722,10.174483,1.917071,0.402662,3.844958,1,1.646152,0.346159,0.194794,0.638218,13.656659
76,10.039345,9.966223,2.380852,0.558317,4.802251,1,2.287515,0.346548,0.105899,0.598878,18.026604
32,17.171871,9.017859,1.896361,0.009967,4.528704,14,1.863303,0.136481,0.102524,0.347646,50.238213
44,11.117599,9.469300,1.454522,0.065327,3.078888,8,1.439845,0.302771,0.235022,1.002022,22.193108
47,10.354671,9.786068,1.450857,0.116013,3.034345,7,1.413734,0.560436,0.304948,1.184326,18.102293
49,12.371949,9.723413,2.077339,0.048694,5.214416,8,2.090561,0.195676,0.097048,0.434165,38.019402
50,12.971812,9.458209,1.963408,0.020489,4.257328,8,1.978104,0.086660,0.073637,0.364049,47.614681
52,12.459548,9.682536,1.789206,0.026530,3.937539,8,1.790941,0.102067,0.096622,0.514205,39.242390
55,12.006552,10.293565,1.577544,0.024238,3.368020,7,1.590502,0.066899,0.099675,0.498770,36.905464
61,10.424067,9.752029,1.075124,0.071922,2.444689,5,0.979637,0.163557,0.366952,1.078548,15.513483
62,11.507293,9.835765,1.721953,0.037100,3.707845,6,1.725089,0.077779,0.091386,0.321614,36.304707
63,11.708480,9.668841,1.747590,0.029712,3.736180,6,1.760109,0.064648,0.080428,0.336499,39.573013
69,9.927385,10.124300,1.475939,0.221555,3.013409,2,1.259596,0.579676,0.373605,1.464704,12.469051
70,10.664539,9.875389,1.722093,0.077631,3.554303,4,1.710586,0.081734,0.095117,0.423809,30.038370
71,10.000000,10.000000,1.169044,0.151851,2.338087,0,0.850051,835.392944,1.159228,2.015839,6.592536
72,10.117005,9.986574,1.670677,0.190752,3.353438,2,1.659751,0.101312,0.111580,0.387278,22.039627
74,9.991636,10.328069,2.140224,0.425279,4.553254,2,1.857783,0.292118,0.145203,0.852634,17.998075
75,10.053295,10.080565,1.826516,0.273062,3.844958,2,1.634741,0.152668,0.138694,0.542667,19.376036
76,10.253905,9.860662,2.342337,0.328666,4.802251,2,2.241392,0.192309,0.084182,0.526694,24.663630
32,17.796221,8.979431,1.894337,0.009357,4.528704,15,1.864900,0.148346,0.106387,0.340088,51.498344
44,11.357306,9.382100,1.452688,0.057169,3.078888,9,1.438162,0.307677,0.237022,0.965371,23.193371
47,10.467595,9.717087,1.446982,0.103911,3.034345,8,1.413585,0.559463,0.304820,1.125715,18.997356
49,12.898507,9.644533,2.079559,0.040520,5.214416,9,2.087618,0.205468,0.099519,0.417282,40.056065
50,13.578040,9.394408,1.965871,0.017056,4.257328,9,1.982231,0.092688,0.075736,0.357153,50.335342
52,13.001631,9.606208,1.789510,0.021881,3.937539,9,1.792251,0.106472,0.098422,0.500569,41.476383
55,12.537231,10.204762,1.580433,0.018835,3.368020,8,1.593688,0.067789,0.099913,0.488719,39.547146
61,10.640851,9.655230,1.055346,0.057210,2.444689,6,0.985588,0.143146,0.344571,1.015914,17.018736
62,12.031518,9.746799,1.722800,0.027081,3.707845,7,1.727344,0.077084,0.090764,0.307823,39.460854
63,12.273280,9.588094,1.750958,0.021720,3.736180,7,1.765497,0.064934,0.080117,0.326890,43.052029
69,9.997513,10.068513,1.442365,0.188054,3.013409,3,1.260478,0.426178,0.336826,1.285962,14.262406
70,11.101756,9.769052,1.717647,0.047643,3.554303,5,1.712773,0.073532,0.090228,0.401819,34.174122
71,9.970858,10.902697,1.169042,0.151851,2.338087,1,0.835650,1.241306,0.829279,1.679797,8.396785
72,10.409576,9.871226,1.665576,0.101700,3.353438,3,1.662858,0.067130,0.091531,0.379399,28.184685
74,10.205007,10.216045,2.029307,0.264536,4.553254,3,1.914365,0.215247,0.119923,0.730206,22.772139
75,10.308589,9.966595,1.741412,0.155112,3.844958,3,1.632078,0.102489,0.115887,0.483959,24.414352
77,10.000000,10.000000,1.460739,0.237084,2.921479,0,1.436223,258.956024,0.665892,1.412407,6.347395
79,10.000000,10.000000,1.955379,0.424834,3.910758,0,1.587698,47.904606,0.561731,1.280383,6.643187
80,10.000000,10.000000,1.473449,0.241228,2.946898,0,1.500151,4.451662,0.470492,0.462820,7.412103
32,18.414894,8.942930,1.892765,0.008857,4.528704,16,1.863219,0.160829,0.110612,0.333102,52.624325
44,11.603070,9.298175,1.451070,0.050800,3.078888,10,1.434581,0.315415,0.240428,0.930621,24.100918
49,13.432501,9.571611,2.080686,0.034855,5.214416,10,2.077974,0.216758,0.102893,0.402403,41.812916
50,14.188686,9.335580,1.968111,0.014721,4.257328,10,1.979922,0.099743,0.078613,0.350051,52.678585
55,13.085372,10.123785,1.582879,0.015361,3.368020,9,1.594281,0.070014,0.101383,0.477008,41.888416
61,10.894698,9.557333,1.041334,0.045801,2.444689,7,0.989982,0.131094,0.330003,0.957081,18.407238
62,12.581457,9.666640,1.723804,0.021098,3.707845,8,1.739682,0.080046,0.091133,0.295576,42.377644
63,12.860851,9.515744,1.754115,0.017006,3.736180,8,1.768291,0.067218,0.081206,0.317471,46.100002
69,10.109959,9.992202,1.409109,0.154416,3.013409,4,1.259204,0.354621,0.316076,1.156879,15.856358
70,11.596970,9.673838,1.716071,0.032239,3.554303,6,1.711753,0.070592,0.088592,0.383145,37.768860
71,9.919772,10.982549,1.154149,0.145387,2.338087,2,0.825677,0.447032,0.675576,1.451572,10.065499
72,10.810849,9.759895,1.664308,0.054257,3.353438,4,1.662985,0.053954,0.082414,0.370351,33.625004
74,10.511777,10.097215,1.983616,0.160187,4.553254,4,1.900838,0.182976,0.112932,0.660829,26.366674
75,10.670374,9.851731,1.691816,0.085556,3.844958,4,1.625998,0.082675,0.105551,0.444900,28.788002
77,9.942331,10.796564,1.460738,0.237070,2.921479,1,1.423035,0.405267,0.268481,0.898135,11.978030
78,10.000000,10.000000,1.197482,0.159329,2.394963,0,1.112616,2.260056,0.625755,1.820421,7.936324
80,9.900282,10.183819,1.473932,0.236867,2.946898,1,1.490035,0.220746,0.193946,0.412287,14.342842
81,10.000000,10.000000,1.109510,0.136779,2.219019,0,1.063276,0.993494,0.564272,1.296923,8.595334
82,10.000000,10.000000,1.070375,0.127300,2.140751,0,0.973060,0.247230,1.073870,2.488132,6.273485
83,10.000000,10.000000,1.340051,0.199526,2.680101,0,1.307478,1.162455,0.430695,1.576747,9.235052
84,10.000000,10.000000,1.441652,0.230929,2.883303,0,1.393519,0.565512,0.313395,0.820851,10.956909
32,19.027254,8.908143,1.891377,0.008442,4.528704,17,1.864928,0.175441,0.114902,0.325910,53.692390
44,11.852370,9.217678,1.449430,0.045750,3.078888,11,1.430450,0.327722,0.245321,0.899642,24.876778
49,13.970772,9.503888,2.080365,0.030734,5.214416,11,2.073530,0.231937,0.106545,0.388569,43.411938
55,13.644633,10.049420,1.584635,0.012996,3.368020,10,1.596035,0.073909,0.103795,0.465251,43.911381
61,11.179035,9.461157,1.031707,0.037250,2.444689,8,0.990734,0.125060,0.323317,0.907343,19.571198
63,13.461592,9.450006,1.756616,0.014006,3.736180,9,1.768344,0.070780,0.083236,0.308598,48.755890
69,10.256713,9.905091,1.380682,0.125618,3.013409,5,1.260630,0.318961,0.303395,1.057488,17.288914
70,12.129745,9.588681,1.714932,0.023736,3.554303,7,1.713262,0.071025,0.088697,0.367988,40.923153
71,9.942817,10.957283,1.113857,0.129177,2.338087,3,0.817599,0.272893,0.595947,1.287218,11.502229
72,11.300790,9.660811,1.663765,0.031994,3.353438,5,1.664287,0.048850,0.078435,0.362327,38.341656
74,10.889305,9.983336,1.954184,0.103503,4.553254,5,1.881198,0.169691,0.111299,0.613290,29.287106
77,10.040053,10.717802,1.452775,0.187050,2.921479,2,1.421844,0.166182,0.187338,0.722108,16.932720
78,9.912996,10.141865,1.195357,0.155347,2.394963,1,1.107977,0.392978,0.406873,1.356846,11.165684
80,10.060467,10.086549,1.479167,0.159872,2.946898,2,1.485347,0.095051,0.134189,0.391093,20.610586
81,9.960279,10.047709,1.106969,0.129270,2.219019,1,1.065652,0.232024,0.361290,0.977393,12.276270
82,10.087847,9.936282,1.051208,0.102494,2.140751,1,0.981025,0.951665,0.628405,1.798404,8.924061
83,9.980014,10.021870,1.337770,0.185559,2.680101,1,1.308362,0.343889,0.292426,1.191963,12.952225
84,10.067329,9.947708,1.433798,0.193296,2.883303,1,1.394531,0.214072,0.216274,0.642261,15.490236
85,10.000000,10.000000,1.440890,0.230685,2.881780,0,1.422172,43.145973,0.631138,1.030405,6.569078
88,10.000000,10.000000,1.283414,0.183017,2.566829,0,1.274981,16004.454102,0.780383,0.918706,6.170718
89,10.000000,10.000000,1.449847,0.233562,2.899694,0,1.458920,5.831666,0.508978,0.524432,7.245802
90,10.000000,10.000000,1.203434,0.160917,2.406869,0,1.221956,45.338257,0.747465,0.110818,6.372812
91,10.000000,10.000000,1.439860,0.230355,2.879720,0,1.469706,4.231862,0.479462,0.416661,7.445526
32,19.631784,8.874833,1.890284,0.008093,4.528704,18,1.867211,0.194356,0.120090,0.322152,54.465340
44,12.102034,9.140821,1.447754,0.041710,3.078888,12,1.428124,0.347627,0.251725,0.878001,25.550013
49,14.509277,9.440567,2.079681,0.027654,5.214416,12,2.111310,0.271096,0.110452,0.380755,44.869019
55,14.209121,9.980493,1.586102,0.011323,3.368020,11,1.595575,0.078975,0.107158,0.458807,45.708485
61,11.486387,9.368355,1.024749,0.030941,2.444689,9,0.990968,0.120782,0.318619,0.863890,20.729630
63,14.069651,9.389667,1.758320,0.011972,3.736180,10,1.779734,0.078504,0.086368,0.305617,50.993698
69,10.431540,9.812924,1.358717,0.102898,3.013409,6,1.265086,0.314687,0.300016,1.001459,18.411240
70,12.685380,9.511800,1.714575,0.018662,3.554303,8,1.717631,0.075520,0.090878,0.361624,43.495319
71,10.011581,10.894481,1.062002,0.108814,2.338087,4,0.809540,0.192985,0.541508,1.152218,12.927630
72,11.849785,9.574391,1.663940,0.021279,3.353438,6,1.665555,0.048307,0.077896,0.362135,42.340462
74,11.317280,9.878013,1.932349,0.072665,4.553254,6,1.866224,0.170149,0.113155,0.586749,31.613007
77,10.236812,10.603984,1.442174,0.123005,2.921479,3,1.416621,0.109998,0.157083,0.645737,21.184889
78,9.977750,10.089067,1.181592,0.131027,2.394963,2,1.097910,0.204000,0.326539,1.132984,14.011925
81,10.067429,9.973546,1.098204,0.101899,2.219019,2,1.057561,0.123351,0.285413,0.824556,15.613175
82,10.047007,9.984031,1.048088,0.097949,2.140751,2,0.976299,0.347562,0.481713,1.459634,11.288427
83,10.087294,9.948176,1.331649,0.146965,2.680101,2,1.307744,0.211108,0.241799,1.016206,16.108051
85,9.898122,10.583545,1.440875,0.230503,2.881780,1,1.409311,0.376109,0.265535,0.715642,12.259458
86,10.000000,10.000000,1.296643,0.186809,2.593286,0,1.254684,0.482830,0.354214,0.992523,10.723229
88,9.992108,10.974485,1.283414,0.183017,2.566829,1,1.250355,0.313556,0.305806,0.656946,11.753232
89,9.889497,10.235266,1.449959,0.230687,2.899694,1,1.440888,0.253370,0.218431,0.447964,13.727356
90,9.908434,10.643179,1.203443,0.160846,2.406869,1,1.197145,0.211075,0.283616,0.240026,12.433558
91,9.900466,10.183071,1.440403,0.226167,2.879720,1,1.440870,0.223964,0.207562,0.398856,14.150322
32,20.225485,8.842799,1.889456,0.007802,4.528704,19,1.871161,0.214332,0.124994,0.327377,55.320747
44,12.347566,9.067864,1.446234,0.038482,3.078888,13,1.431062,0.373045,0.257683,0.867462,26.211540
55,14.775144,9.916206,1.587129,0.010096,3.368020,12,1.601468,0.085912,0.110694,0.460403,47.356430
61,11.813313,9.279596,1.019558,0.026195,2.444689,10,0.994927,0.120925,0.316470,0.841020,21.757460
69,10.622741,9.720466,1.343448,0.086237,3.013409,7,1.272677,0.313255,0.296386,0.967426,19.559649
70,13.250824,9.441297,1.715096,0.015481,3.554303,9,1.724294,0.081054,0.093278,0.367460,45.914272
71,10.124534,10.807618,1.008842,0.087914,2.338087,5,0.819768,0.158751,0.495191,1.076602,14.341817
72,12.432441,9.497969,1.664366,0.015667,3.353438,7,1.672477,0.049889,0.078476,0.373246,45.943367
74,11.775831,9.781294,1.916376,0.055174,4.553254,7,1.885775,0.180904,0.114069,0.575760,33.970406
77,10.512285,10.481715,1.432738,0.077621,2.921479,4,1.423031,0.088496,0.140990,0.616146,25.024733
78,10.119080,10.000639,1.161377,0.099628,2.394963,3,1.101320,0.144521,0.282985,1.021638,16.607372
81,10.255405,9.874208,1.086211,0.071907,2.219019,3,1.059704,0.087744,0.245871,0.760858,18.626089
82,10.111282,9.934144,1.039227,0.085919,2.140751,3,0.982105,0.217811,0.406678,1.289565,13.432690
83,10.261734,9.852985,1.325329,0.108131,2.680101,3,1.318212,0.163282,0.214030,0.926007,18.989614
85,10.001668,10.503746,1.433922,0.179761,2.881780,2,1.415213,0.157845,0.184800,0.628007,17.409086
86,10.061699,9.951091,1.290111,0.157762,2.593286,1,1.262019,0.175663,0.239177,0.831446,15.278640
88,10.088742,10.894820,1.276478,0.144655,2.566829,2,1.248238,0.120375,0.207707,0.600855,16.816671
90,10.031881,10.553272,1.201824,0.119498,2.406869,2,1.195024,0.078613,0.186573,0.316488,18.133347
91,10.055747,10.087395,1.440549,0.155173,2.879720,2,1.447513,0.097822,0.142885,0.416166,20.385534
93,10.000000,10.000000,1.325236,0.195139,2.650471,0,1.306839,6.759048,0.596682,0.143821,7.010414
94,10.000000,10.000000,1.344674,0.200905,2.689348,0,1.336680,13.584746,0.624664,0.600821,6.803126
95,10.000000,10.000000,1.321500,0.194040,2.643000,0,1.310364,15.555402,0.646831,0.448605,6.735089
32,20.808382,8.811993,1.888879,0.007556,4.528704,20,1.873945,0.234672,0.129788,0.338374,56.243702
44,12.585991,8.998872,1.445209,0.035882,3.078888,14,1.433854,0.401322,0.263985,0.864015,26.840345
55,15.338237,9.855816,1.588434,0.009177,3.368020,13,1.608909,0.094341,0.114620,0.466325,48.848282
61,12.153019,9.195249,1.016209,0.022637,2.444689,11,0.997565,0.123593,0.317776,0.830846,22.628748
69,10.827130,9.629198,1.333154,0.073745,3.013409,8,1.277173,0.311554,0.293958,0.945874,20.706917
